,HANDLE_OAPEN_Library_ID,Publication_type,Publication_title,Publication_subtitle,Publication_ISBN,Publication_author,Publication_editor,Pubilcation_year,Publication_publisher,Publication_language,English_yes_no,Country,Continent,National_languages,Title_downloads,English_text_mining,Country_mentioned_yes_no,Country_score,Total_downloads_OAPEN_Library
59,20.500.12657/23399,book,Disability in Different Cultures,Reflections on Local Concepts,9783839400401,,"Holzer, Brigitte||Vreede, Arthur||Weigt, Gabriele",1999,transcript Verlag,English[eng],English only,Zimbabwe,Africa,English,78.0,henri jacques stiker western ised personnel community based rehabilitation erick v.a gbodossou culture berkeley university formal handling routine participatory rapid appraisal nora ellen groce formal handling routines kerstin merz atalik rapid appraisal method versus local cultures boyce seddiq weera california press pp folklore based analysis ingstad s.r whyte ised personnel versus personnel versus local s.r whyte eds special educational advancement versus indigenous approaches william boyce seddiq bio medical versus cross cultural perspective culturally specific information dis ability research medical versus indigenous ottmar miles paul park ca sage socio political entitlement,No mention,3.0,1506.0
60,20.500.12657/26199,book,Dialog v češtině,,9783876907031,"Hoffmannová, Jana||Müllerová, Olga",,1999,Peter Lang International Academic Publishers,German[ger],Non-English,Czech Republic,Europe,Czech; Slovak,96.0,,,5.0,1181.0
61,20.500.12657/26167,book,Das slavische Lehngut im Albanischen,Teil 2: Ortsnamen,9783876907727,"Ylli, Xhelal",,2000,Peter Lang International Academic Publishers,German[ger],Non-English,Albania,Europe,Albanian,68.0,,,5.0,993.0
62,20.500.12657/26168,book,Praktičeskaja funkcional'naja grammatika russkogo jazyka,,9783876907697,"Parmenova, Tat'jana V.",,2000,Peter Lang International Academic Publishers,German[ger],Non-English,Uzbekistan,Asia,Uzbek,49.0,,,6.0,873.0
63,20.500.12657/26168,book,Praktičeskaja funkcional'naja grammatika russkogo jazyka,,9783876907697,"Parmenova, Tat'jana V.",,2000,Peter Lang International Academic Publishers,German[ger],Non-English,Latvia,Europe,Latvian,44.0,,,6.0,541.0
64,20.500.12657/26171,book,Aspektualitaet im Polnischen und Deutschen,Eine praktische Untersuchung am Beispiel der Uebersetzungen beider Richtungen,9783876907642,"Gulawska, Malgorzata",,2000,Peter Lang International Academic Publishers,German[ger],Non-English,Poland,Europe,Polish,164.0,,,2.0,2588.0
65,20.500.12657/35077,book,Strindberg's Ghost Sonata,,9789053564356,"Törnqvist, Egil",,2000,Amsterdam University Press,English[eng],English only,Pakistan,Asia,Urdu; English,406.0,bergman's 1973 production courtesy drottningholms teatermuseum 1973 production photo street drinking fountain beata bergstrom courtesy photo beata bergstrom beata bergstrorn courtesy white marble statue bergrnan's 1973 production bergstrom courtesy drottningholms photo beata bergstrorn production photo beata bergman's 2000 production bergstrorn courtesy drottningholms interview 5 jan skanereportage malmo courtesy beata bergstr6m courtesy bergstr6m courtesy drottningholms blackwell ed structures hyacinth blue dress photo almberg preinitz photo beata bergstr6m photo bengt wanselius photo skanereportage malmo 14 jan 197.3 almberg preinitz courtesy appendix 4 transcription called baron skanskorg chamber plays trans courtesy drottningholms teaterrnuseurn,No mention,0.0,6497.0
66,20.500.12657/26160,book,Slovar' detskich slovoobrazovatel'nych innovacij,,9783876907864,"Cejtlin, S.N.",,2001,Peter Lang International Academic Publishers,German[ger],Non-English,Russian Federation,Europe,Russian,1383.0,,,10.0,11477.0
67,20.500.12657/33243,book,Endocrinologie et communications cellulaires,,2868834760,"Idelman, Simon||Verdetti, Jean",,2001,EDP SCIENCES,French[fre],Non-English,Algeria,Africa,Arabic; Tamazight; French,145.0,,,9.0,2215.0
68,20.500.12657/23378,book,Türkische Männer in Deutschland,Familie und Identität. Migranten der ersten Generation erzählen ihre Geschichte,9783839400876,"Spohn, Margret",,2002,transcript Verlag,German[ger],Non-English,Germany,Europe,German,2275.0,,,10.0,28112.0
69,20.500.12657/35103,book,"Malaysian Cinema, Asian Film",Border Crossings and National Culture,9789053565803,"van der Heide, William",,2002,Amsterdam University Press,English[eng],English only,Malaysia,Asia,Malay,502.0,raja ahmad alauddin hikayat hang tuah ibu mertua ku hong kong cinema hong kong films kong hong kong cross cultural analysis hong kong hong film festival pp hong kong international international film festival kong international film malaysian film culture british film institute martial arts film mohd anis md law kar ed london british film malay film productions ahmad alauddin 1995 ché ross 1996 hamzah hussin 1994a love malaysian films malaysia love malaysian malaysian films hulu martial arts films matinya seorang patriot antara dua darjat film development corporation films hulu kelang,Country discussed,2.0,2630.0
70,20.500.12657/24092,book,The Myths We Live By,,9780203480922,"Midgley, Mary",,2003,Taylor & Francis,English[eng],English only,United Kingdom,Europe,English,1729.0,darwin’s dangerous idea dennett darwin’s dangerous gene oxford oxford selfish gene oxford algeny 110 13 anthropic cosmological principle barrier 109 132 chemistry 26 32 cultural evolution 75 dangerous idea harmondsworth harmondsworth penguin 1996 idea harmondsworth penguin imagery 5 19 impartiality 78 9 london jonathan cape machine imagery 5 mid twentieth century reason sex linked species barrier 109 1 richard dawkins 1 steven pinker 12 cultural evolution 120 n6 124 1969 pp 8 2002 pp 119 23 denying animal,No mention,2.0,23643.0
71,20.500.12657/24287,book,Classical Economics and Modern Theory,,9780203987865,"Kurz, Heinz D.||Salvadori, Neri",,2003,Taylor & Francis,English[eng],English only,Nepal,Asia,Nepali,47.0,10 35 page real wage rate labour cum capital input output analysis chap06 2003 5 chap10 2003 5 sp d3 12 chap04 2003 5 chap02 2003 5 chap03 2003 5 chap07 2003 5 10 45 page chap11 2003 5 chap18 2003 5 chap12 2003 5 reverse capital deepening wicksell 1901 1934 chap13 2003 5 chap08 2003 5 chap15 2003 5 cost minimizing producers pay extra profits chap14 2003 5 aggregate production function input output model salvadori 1995 chapter chap16 2003 5 1 d 1 d 1 s,No mention,4.0,542.0
72,20.500.12657/26136,book,Belorusskij jazyk. Sociolingvističeskie očerki,,9783876908489,"Meckovskaja, N.B.",,2003,Peter Lang International Academic Publishers,German[ger],Non-English,Belarus,Europe,Belarusian; Russian,386.0,,,10.0,1182.0
73,20.500.12657/29745,book,Edhina Ekogidho – Names as Links,The Encounter between African and European Anthroponymic Systems among the Ambo People in Namibia,0,"Saarelma-Maunumaa, Minna",,2003,Finnish Literature Society / SKS,English[eng],English only,Namibia,Africa,English; Afrikaans,1782.0,[No book data - add later!],Country discussed,2.0,2688.0
74,20.500.12657/34750,book,"L'uomo, il suono e la musica",,8884530644,"Alessandro, Bertirotti",,2003,Firenze University Press,Italian[ita],Non-English,Italy,Europe,Italian,1172.0,,,10.0,17886.0
75,20.500.12657/34987,book,Understanding political ideas and movements,,9780719061516,"Harrison, Kevin||Boyd, Tony",,2003,Manchester University Press,English[eng],English only,Nigeria,Africa,English,344.0,03 pm page 3 03 pm 13 pm page 3 13 pm 15 pm page 3 15 pm 16 pm page 3 16 pm chap 3 6 chap 11 6 01 pm page 02 pm page 12 pm page 3 01 pm 3 02 pm 3 12 pm chap 1 6 chap 14 6 chap 2 6 chap 9 6 11 pm page 3 11 pm chap 4 6 chap 8 6 10 pm page 14 pm page 3 10 pm 3 14 pm chap 10 6 chap 12 6,No mention,4.0,5681.0
76,20.500.12657/34987,book,Understanding political ideas and movements,,9780719061516,"Harrison, Kevin||Boyd, Tony",,2003,Manchester University Press,English[eng],English only,Georgia,Europe,Georgian,100.0,03 pm page 3 03 pm 13 pm page 3 13 pm 15 pm page 3 15 pm 16 pm page 3 16 pm chap 3 6 chap 11 6 01 pm page 02 pm page 12 pm page 3 01 pm 3 02 pm 3 12 pm chap 1 6 chap 14 6 chap 2 6 chap 9 6 11 pm page 3 11 pm chap 4 6 chap 8 6 10 pm page 14 pm page 3 10 pm 3 14 pm chap 10 6 chap 12 6,No mention,6.0,466.0
77,20.500.12657/35002,book,The Malleus Maleficarum and the construction of witchcraft: Theology and popular belief,,9781526137814,"Broedel, Hans Peter",,2003,Manchester University Press,English[eng],English only,Croatia,Europe,Croatian,135.0,pt 2 qu 38 pm page 5 38 pm 2 qu 1 39 pm page 5 39 pm 37 pm page 5 37 pm pt 1 qu ibid pt 2 tmm6 8 30 qu 1 ch 40 pm page 5 40 pm tmm5 8 30 tmm2 8 30 malleus pt 2 tmm3 8 30 tmm4 8 30 tmm7 8 30 2 qu 2 ibid pt 1 malleus pt 1 pt 3 qu tmmbi 8 30 ibid pt 3 qu 2 ch lea materials 1 36 pm page,No mention,5.0,618.0
78,20.500.12657/35006,book,The Kosovo crisis and the evolution of a post-Cold War European security,,9781526137784,"Smith, Martin A||Latawski, Paul",,2003,Manchester University Press,English[eng],English only,Albania,Europe,Albanian,54.0,04 pm page 7 04 pm operation allied force 47 pm page 8 47 pm south east europe lat 08 23 22 pm page 9 22 pm lat 01 22 lat 04 22 07 pm page 9 07 pm lat 02 22 lat 06 23 21 pm page 9 21 pm lat 03 22 44 pm page 9 44 pm lat 05 22 website reference www.nato.int lat 00 22 1999 cdpsp 51 western european union 05 pm page 7 05 pm lat 09 23 nato russia council south eastern europe,No mention,5.0,993.0
79,20.500.12657/35008,book,The international politics of the Middle East,,9780719053450,"Hinnebusch, Raymond",,2003,Manchester University Press,English[eng],English only,Egypt,Africa,Arabic,211.0,arab israeli conflict comparative foreign policies pan arab leadership middle east report pan arab regime york times books israeli power balance arab israeli peace egypt’s separate peace foreign policy behaviour lynne rienner press middle east london arab israeli power arab studies quarterly christopher cerf eds core periphery relations pan arab norms arab collective security change london macmillan christian science monitor dominant social forces foreign policy decisions israeli peace process london croom helm london macmillan press middle east dilemmas middle east oil middle east regional middle east system,Country discussed,4.0,2274.0
80,20.500.12657/35008,book,The international politics of the Middle East,,9780719053450,"Hinnebusch, Raymond",,2003,Manchester University Press,English[eng],English only,Kazakhstan,Asia,Kazakh; Russian,626.0,arab israeli conflict comparative foreign policies pan arab leadership middle east report pan arab regime york times books israeli power balance arab israeli peace egypt’s separate peace foreign policy behaviour lynne rienner press middle east london arab israeli power arab studies quarterly christopher cerf eds core periphery relations pan arab norms arab collective security change london macmillan christian science monitor dominant social forces foreign policy decisions israeli peace process london croom helm london macmillan press middle east dilemmas middle east oil middle east regional middle east system,No mention,7.0,1989.0
81,20.500.12657/35008,book,The international politics of the Middle East,,9780719053450,"Hinnebusch, Raymond",,2003,Manchester University Press,English[eng],English only,Uzbekistan,Asia,Uzbek,83.0,arab israeli conflict comparative foreign policies pan arab leadership middle east report pan arab regime york times books israeli power balance arab israeli peace egypt’s separate peace foreign policy behaviour lynne rienner press middle east london arab israeli power arab studies quarterly christopher cerf eds core periphery relations pan arab norms arab collective security change london macmillan christian science monitor dominant social forces foreign policy decisions israeli peace process london croom helm london macmillan press middle east dilemmas middle east oil middle east regional middle east system,No mention,6.0,873.0
82,20.500.12657/35008,book,The international politics of the Middle East,,9780719053450,"Hinnebusch, Raymond",,2003,Manchester University Press,English[eng],English only,Qatar,Asia,Arabic,31.0,arab israeli conflict comparative foreign policies pan arab leadership middle east report pan arab regime york times books israeli power balance arab israeli peace egypt’s separate peace foreign policy behaviour lynne rienner press middle east london arab israeli power arab studies quarterly christopher cerf eds core periphery relations pan arab norms arab collective security change london macmillan christian science monitor dominant social forces foreign policy decisions israeli peace process london croom helm london macmillan press middle east dilemmas middle east oil middle east regional middle east system,No mention,2.0,216.0
83,20.500.12657/35008,book,The international politics of the Middle East,,9780719053450,"Hinnebusch, Raymond",,2003,Manchester University Press,English[eng],English only,Jordan,Asia,Arabic,32.0,arab israeli conflict comparative foreign policies pan arab leadership middle east report pan arab regime york times books israeli power balance arab israeli peace egypt’s separate peace foreign policy behaviour lynne rienner press middle east london arab israeli power arab studies quarterly christopher cerf eds core periphery relations pan arab norms arab collective security change london macmillan christian science monitor dominant social forces foreign policy decisions israeli peace process london croom helm london macmillan press middle east dilemmas middle east oil middle east regional middle east system,No mention,1.0,280.0
84,20.500.12657/35008,book,The international politics of the Middle East,,9780719053450,"Hinnebusch, Raymond",,2003,Manchester University Press,English[eng],English only,Pakistan,Asia,Urdu; English,567.0,arab israeli conflict comparative foreign policies pan arab leadership middle east report pan arab regime york times books israeli power balance arab israeli peace egypt’s separate peace foreign policy behaviour lynne rienner press middle east london arab israeli power arab studies quarterly christopher cerf eds core periphery relations pan arab norms arab collective security change london macmillan christian science monitor dominant social forces foreign policy decisions israeli peace process london croom helm london macmillan press middle east dilemmas middle east oil middle east regional middle east system,No mention,0.0,6497.0
85,20.500.12657/35008,book,The international politics of the Middle East,,9780719053450,"Hinnebusch, Raymond",,2003,Manchester University Press,English[eng],English only,Turkey,Europe,Turkish,358.0,arab israeli conflict comparative foreign policies pan arab leadership middle east report pan arab regime york times books israeli power balance arab israeli peace egypt’s separate peace foreign policy behaviour lynne rienner press middle east london arab israeli power arab studies quarterly christopher cerf eds core periphery relations pan arab norms arab collective security change london macmillan christian science monitor dominant social forces foreign policy decisions israeli peace process london croom helm london macmillan press middle east dilemmas middle east oil middle east regional middle east system,No mention,2.0,2954.0
86,20.500.12657/35010,book,The French party system,,9780719061196,"Evans, Jocelyn",,2003,Manchester University Press,English[eng],English only,Pakistan,Asia,Urdu; English,302.0,french party system party system change intra party politics 1999 european elections fn split party ps intra party split party system pour la france union pour la le pen’s party mainstream la gauche rassemblement pour la west european politics données socio politiques eds le vote 2002 presidential election 2002 presidential elections jean pierre chevènement plural left 86 1995 presidential election association pour l’emploi european party systems french socialist party jean marie le la gauche plurielle left 86 89 les partis politiques marie le pen plural left 77 pour la démocratie,No mention,0.0,6497.0
87,20.500.12657/35011,book,The formation of Croatian national identity: A centuries-old dream?,,9780719065026,"Bellamy, Alex J.",,2003,Manchester University Press,English[eng],English only,Croatia,Europe,Croatian,98.0,croatian national identity historical statehood narrative bad blue boys dru tvena istra james nation formation tvena istra ivanja national identity formation east european politics historical statehood thesis croatian standard language billig banal nationalism history 1526 1918 istra ivanja 6 ivanja 6 7 political history 1526 ramet balkan babel guldescu political history croatian catholic church croatian political history ek political parties historic statehood narrative hrvatske narodna banka people culture volume secondary school curricula zako ek political croatian peasants party drakuliç café europa guldescu croatian political,Country discussed,5.0,618.0
88,20.500.12657/35011,book,The formation of Croatian national identity: A centuries-old dream?,,9780719065026,"Bellamy, Alex J.",,2003,Manchester University Press,English[eng],English only,Serbia,Europe,Serbian,32.0,croatian national identity historical statehood narrative bad blue boys dru tvena istra james nation formation tvena istra ivanja national identity formation east european politics historical statehood thesis croatian standard language billig banal nationalism history 1526 1918 istra ivanja 6 ivanja 6 7 political history 1526 ramet balkan babel guldescu political history croatian catholic church croatian political history ek political parties historic statehood narrative hrvatske narodna banka people culture volume secondary school curricula zako ek political croatian peasants party drakuliç café europa guldescu croatian political,No mention,4.0,514.0
89,20.500.12657/35019,book,Sports law and policy in the European Union,,9780719066061,"Parrish, Richard",,2003,Manchester University Press,English[eng],English only,Mexico,North America,Spanish,512.0,eu sports law socio cultural coalition sports policy subsystem eu competition law eu sports policy single market coalition separate territories approach international transfer system article 81 3 policy core beliefs article 81 1 competition policy directorate european sports forum advocacy coalition framework dn ip 99 policy core belief dn ip 01 major sporting events policy oriented learning single structure model walrave donà heylens applying competition law common market studies common sports policy core belief system cultural advocacy coalition current sports structures dn ip 02 european council meeting multi level governance,No mention,6.0,8322.0
90,20.500.12657/35031,book,Political concepts,,9780719059087,"Bellamy, Richard||Mason, Andrew",,2003,Manchester University Press,English[eng],English only,Oman,Asia,Arabic,21.0,green political theory public private distinction advantaged social positions chap 7 23 chap 16 23 biblio 23 1 chap 11 23 chap 15 23 chap 17 23 chap 10 23 chap 13 23 chap 14 23 chap 3 23 chap 5 23 chap 9 23 chap 1 23 chap 2 23 chap 6 23 chap 8 23 public private dichotomy chap 12 23 chap 4 23,No mention,0.0,207.0
91,20.500.12657/35047,book,Horseracing and the British 1919-39,,9781526120632,"Huggins, Mike",,2003,Manchester University Press,English[eng],English only,Ireland,Europe,Irish; English,538.0,british 1919 39 1923 select committee bloodstock breeders review 1932 3 royal 3 royal commission jack fairfax blakeborough national hunt racing london michael joseph royal commission report london frank cass london stanley paul oral history project suffolk oral history turf guardian society anti gambling league history project 1985 middle class betting national anti gambling north eastern daily breeders review 1937 ed flat racing london seeley service 1918 1951 oxford 1951 oxford oxford breeders review 1931 chronicle racing annual commission report para eastern daily gazette,No mention,3.0,4851.0
